id,name,bodyPart,target,equipment,difficulty,category,secondaryMuscles,instructions,description
1255,barbell decline pullover,chest,pectorals,barbell,intermediate,strength,triceps; shoulders,"Lie down on a decline bench with your head lower than your hips and your feet secured.; Hold the barbell with a pronated grip (palms facing away from you) and your hands slightly wider than shoulder-width apart.; Extend your arms above your chest, keeping a slight bend in your elbows.; Lower the barbell in an arc motion behind your head, feeling a stretch in your chest and shoulders.; Pause for a moment, then return the barbell to the starting position by reversing the motion.; Repeat for the desired number of repetitions.","The barbell decline pullover is a chest exercise performed on a decline bench, targeting the pectorals with secondary emphasis on the triceps and shoulders. It involves lowering a barbell in an arc behind the head and returning to the starting position, requiring control and stability."
1256,barbell reverse grip decline bench press,chest,pectorals,barbell,advanced,strength,triceps; shoulders,"Lie on a decline bench with your feet secured and your head lower than your hips.; Grasp the barbell with a reverse grip, slightly wider than shoulder-width apart.; Unrack the barbell and lower it slowly towards your chest, keeping your elbows tucked in.; Pause for a moment at the bottom, then push the barbell back up to the starting position.; Repeat for the desired number of repetitions.",The barbell reverse grip decline bench press is a chest exercise performed on a decline bench using a barbell with a reverse (underhand) grip. This variation targets the lower chest and places additional emphasis on the triceps and shoulders.
1257,barbell reverse grip incline bench press,chest,pectorals,barbell,advanced,strength,triceps; shoulders,"Set up an incline bench at a 45-degree angle.; Lie down on the bench with your feet flat on the ground.; Grasp the barbell with a reverse grip, hands slightly wider than shoulder-width apart.; Unrack the barbell and lower it slowly towards your chest, keeping your elbows tucked in.; Pause for a moment when the barbell touches your chest.; Push the barbell back up to the starting position, fully extending your arms.; Repeat for the desired number of repetitions.","The barbell reverse grip incline bench press is a chest exercise performed on an incline bench using a barbell with a reverse (underhand) grip. This variation targets the upper chest and also involves the triceps and shoulders. It requires good technique and control to perform safely, especially due to the unusual grip and incline position."
1258,barbell wide reverse grip bench press,chest,pectorals,barbell,advanced,strength,triceps; shoulders,"Lie flat on a bench with your feet flat on the ground and your back pressed against the bench.; Grasp the barbell with a wide reverse grip, slightly wider than shoulder-width apart.; Lift the barbell off the rack and hold it directly above your chest with your arms fully extended.; Lower the barbell slowly towards your chest, keeping your elbows tucked in and your wrists straight.; Pause for a moment when the barbell touches your chest, then push it back up to the starting position.; Repeat for the desired number of repetitions.","The barbell wide reverse grip bench press is a chest exercise that targets the pectorals, with secondary emphasis on the triceps and shoulders. It involves lying on a bench and pressing a barbell with a wide, reverse (underhand) grip."
1259,behind head chest stretch,chest,pectorals,assisted,beginner,stretching,shoulders; triceps,Stand tall with your feet shoulder-width apart.; Interlace your fingers behind your head with your elbows pointing outwards.; Slowly squeeze your shoulder blades together and push your chest forward.; Hold the stretch for 15-30 seconds.; Release the stretch and repeat as desired.,"The behind head chest stretch is a flexibility exercise that targets the pectoral muscles. It is performed by standing tall, interlacing the fingers behind the head, and gently squeezing the shoulder blades together to stretch the chest."
1260,cable decline one arm press,chest,pectorals,cable,intermediate,strength,triceps; shoulders,"Adjust the cable machine to a decline position.; Stand facing away from the machine and grab the handle with one hand.; Position yourself with your back against the decline bench and your arm extended straight in front of you.; Bend your elbow and lower the handle towards your chest while keeping your upper arm stationary.; Pause for a moment at the bottom, then push the handle back up to the starting position.; Repeat for the desired number of repetitions, then switch arms.","The cable decline one arm press is a unilateral chest exercise performed on a cable machine, targeting the lower pectorals while also engaging the triceps and shoulders. It requires stabilization and control, especially due to the single-arm nature and the decline angle."
1261,cable decline press,chest,pectorals,cable,intermediate,strength,triceps; shoulders,"Adjust the cable machine to a decline position.; Sit on the decline bench facing the cable machine.; Grasp the handles with an overhand grip and position them at chest level.; Keep your feet flat on the ground and your back firmly against the bench.; Exhale and push the handles away from your body, extending your arms fully.; Pause for a moment at the end of the movement, squeezing your chest muscles.; Inhale and slowly return the handles back to the starting position.; Repeat for the desired number of repetitions.","The cable decline press is a chest exercise performed on a cable machine with a decline bench. It targets the lower portion of the pectoral muscles and also engages the triceps and shoulders. The movement involves pressing the handles away from the body in a decline position, providing constant tension through the range of motion."
1262,cable one arm decline chest fly,chest,pectorals,cable,intermediate,strength,shoulders; triceps,"Attach a D-handle to a low pulley cable machine and set the bench to a decline angle.; Lie down on the bench with your head towards the machine and grab the handle with your right hand.; Extend your arm straight up above your chest, keeping a slight bend in your elbow.; With a controlled motion, lower your arm out to the side until your hand is in line with your shoulder.; Pause for a moment, then reverse the motion and bring your arm back to the starting position.; Repeat for the desired number of repetitions, then switch to your left arm and repeat the exercise.","The cable one arm decline chest fly is an isolation exercise targeting the pectoral muscles using a cable machine and a decline bench. It emphasizes unilateral strength and control, helping to improve muscle symmetry and chest development."
1263,cable one arm fly on exercise ball,chest,pectorals,cable,intermediate,strength,deltoids; triceps,"Sit on an exercise ball with your feet flat on the ground and your back straight.; Hold a cable handle in one hand and extend your arm out to the side, parallel to the ground.; Keep your elbow slightly bent and your palm facing forward.; Slowly bring your arm across your body, squeezing your chest muscles.; Pause for a moment at the end of the movement, then slowly return to the starting position.; Repeat for the desired number of repetitions, then switch sides.","The cable one arm fly on exercise ball is a unilateral chest exercise performed while seated on an exercise ball, which adds a balance component to the traditional cable fly movement. It targets the pectorals while also engaging the deltoids and triceps, and requires core stability to maintain posture on the ball."
1264,cable one arm incline fly on exercise ball,chest,pectorals,cable,advanced,strength,deltoids; triceps,"Sit on an exercise ball with your feet flat on the ground and your back against an incline bench.; Hold a cable handle in one hand with your arm extended and palm facing inward.; Keeping a slight bend in your elbow, slowly lower your arm out to the side until your hand is in line with your shoulder.; Pause for a moment, then squeeze your chest muscles to bring your arm back to the starting position.; Repeat for the desired number of repetitions, then switch arms.","The cable one arm incline fly on exercise ball is a chest exercise performed using a cable machine and an exercise ball, targeting the pectorals while also engaging the deltoids and triceps. The exercise requires balance and coordination due to the unstable surface of the exercise ball and the unilateral movement."
1265,cable one arm incline press,chest,pectorals,cable,intermediate,strength,deltoids; triceps,"Adjust the cable machine to a low pulley position.; Sit on an incline bench facing away from the cable machine.; Grasp the handle with one hand and bring it up to shoulder height.; Position your feet firmly on the ground and maintain a stable position.; Press the handle forward and upward, extending your arm fully.; Pause for a moment at the top, then slowly lower the handle back to the starting position.; Repeat for the desired number of repetitions, then switch sides.",The cable one arm incline press is a unilateral chest exercise performed on an incline bench using a cable machine. It targets the pectoral muscles while also engaging the deltoids and triceps. This movement requires stability and coordination as you press the cable handle upward with one arm at a time.
1266,cable one arm incline press on exercise ball,chest,pectorals,cable,advanced,strength,shoulders; triceps,"Sit on an exercise ball with your feet flat on the ground and your back resting against an incline bench.; Hold a cable handle in one hand and position your arm at a 90-degree angle with your elbow bent.; Press the cable handle forward and upward, extending your arm fully.; Pause for a moment at the top, then slowly lower the cable handle back to the starting position.; Repeat for the desired number of repetitions, then switch to the other arm.","The cable one arm incline press on exercise ball is a unilateral chest exercise performed on an unstable surface, targeting the pectorals while also engaging the shoulders and triceps. The use of the exercise ball increases the demand for balance and core stability."
1267,cable one arm press on exercise ball,chest,pectorals,cable,intermediate,strength,shoulders; triceps,"Sit on an exercise ball with your feet flat on the ground and your back straight.; Hold a cable handle in one hand and position your arm at chest height, elbow bent.; Place your other hand on your hip for stability.; Press the cable handle forward, extending your arm fully.; Pause for a moment, then slowly return to the starting position.; Repeat for the desired number of repetitions, then switch arms.",The cable one arm press on exercise ball is a unilateral chest exercise that also challenges core stability and balance by having the user sit on an unstable surface while pressing a cable handle forward.
1268,cable press on exercise ball,chest,pectorals,cable,intermediate,strength,shoulders; triceps,"Sit on an exercise ball with your feet flat on the ground and your knees at a 90-degree angle.; Hold the cable handles at chest height with your palms facing down and your elbows bent.; Engage your core and press the cable handles forward until your arms are fully extended.; Pause for a moment, then slowly release the tension and bring the cable handles back to the starting position.; Repeat for the desired number of repetitions.","The cable press on exercise ball is a chest exercise that also engages the shoulders and triceps. It is performed by sitting on an exercise ball, holding cable handles, and pressing them forward while maintaining balance and core stability."
1269,cable standing up straight crossovers,chest,pectorals,cable,intermediate,strength,deltoids; triceps,"Stand in the middle of a cable machine with your feet shoulder-width apart.; Hold the handles of the cables with your palms facing down and your arms extended straight out to the sides.; Keeping your arms straight, bring your hands together in front of your body, crossing them over each other.; Pause for a moment, then slowly return to the starting position, keeping your arms extended.; Repeat for the desired number of repetitions.","Cable standing up straight crossovers are a chest exercise performed using a cable machine. The movement involves bringing the arms together in front of the body, crossing them over each other, which targets the pectoral muscles and also engages the deltoids and triceps."
1270,cable upper chest crossovers,chest,pectorals,cable,intermediate,strength,deltoids; triceps,"Attach the handles to the cables at chest height.; Stand in the center of the cable machine with one foot slightly in front of the other.; Grasp the handles with your palms facing down and your arms extended out to the sides.; Keep a slight bend in your elbows and engage your core.; Pull the cables together in front of your chest, crossing them over each other.; Squeeze your chest muscles at the peak of the movement.; Slowly release the cables back to the starting position.; Repeat for the desired number of repetitions.","Cable upper chest crossovers target the pectoral muscles using a cable machine, emphasizing the upper chest. The movement involves crossing the cables in front of the body, which also engages the deltoids and triceps."
1271,chest and front of shoulder stretch,chest,pectorals,body weight,beginner,stretching,deltoids,"Stand tall with your feet shoulder-width apart.; Extend your arms straight out in front of you at shoulder height.; Cross your arms in front of your body, with your right arm on top of your left arm.; Interlace your fingers and press your palms together.; Gently squeeze your shoulder blades together and push your hands forward, feeling a stretch in your chest and front of your shoulders.; Hold the stretch for 20-30 seconds, then release.; Repeat for the desired number of repetitions.","A stretch targeting the chest and front of the shoulders, performed by crossing the arms in front of the body and pressing the palms together to open up the pectorals and deltoids."
1272,chest stretch with exercise ball,chest,pectorals,stability ball,beginner,stretching,shoulders; triceps,"Sit on the stability ball with your feet flat on the ground and your back straight.; Hold the exercise ball with both hands and extend your arms straight out in front of you.; Slowly bring the exercise ball towards your chest, feeling a stretch in your chest muscles.; Hold the stretch for a few seconds, then slowly return to the starting position.; Repeat for the desired number of repetitions.","A chest stretch performed using a stability ball to help open up the pectoral muscles, with some engagement of the shoulders and triceps. This exercise focuses on flexibility and mobility rather than strength or cardio."
1273,clap push up,chest,pectorals,body weight,advanced,plyometrics,triceps; shoulders,"Start in a high plank position with your hands slightly wider than shoulder-width apart.; Lower your body towards the ground by bending your elbows, keeping your core engaged.; Push through your palms explosively to propel your body off the ground.; While in mid-air, clap your hands together before landing back in the starting position.; Repeat for the desired number of repetitions.","The clap push up is a plyometric bodyweight exercise that targets the pectorals, triceps, and shoulders. It involves an explosive push off the ground, clapping the hands in mid-air, and landing back in the push-up position. This movement requires significant upper body strength, power, and coordination."
1274,deep push up,chest,pectorals,dumbbell (used as handles for deeper range),intermediate,strength,triceps; shoulders,"Start in a high plank position with your hands slightly wider than shoulder-width apart and your body in a straight line.; Lower your chest towards the ground by bending your elbows, keeping them close to your body.; Push through your palms to extend your arms and return to the starting position.; Repeat for the desired number of repetitions.","The deep push up is a variation of the traditional push up that increases the range of motion, targeting the pectorals more intensely and also engaging the triceps and shoulders."
1275,drop push up,chest,pectorals,body weight,beginner,strength,triceps; shoulders,"Start in a high plank position with your hands slightly wider than shoulder-width apart.; Lower your chest towards the ground, keeping your elbows close to your body.; Once your chest is just above the ground, quickly drop your knees to the ground.; Push yourself back up to the starting position by extending your arms.; Repeat for the desired number of repetitions.","The drop push up is a bodyweight exercise that targets the pectorals and also works the triceps and shoulders. It involves lowering the chest towards the ground in a plank position, dropping the knees to the ground at the bottom, and then pushing back up."
1276,dumbbell decline one arm fly,chest,pectorals,dumbbell,advanced,strength,shoulders,"Lie down on a decline bench with a dumbbell in one hand, resting it on your thigh.; Using your thigh to help raise the dumbbell, lift it up to shoulder width with your palm facing your torso.; Rotate your wrist so that the palm of your hand is facing forward.; As you breathe in, lower the dumbbell slowly to the side until you feel a stretch in your chest.; Exhale and use your chest muscles to bring the dumbbell back up to the starting position.; Repeat for the desired number of repetitions, then switch arms.","The dumbbell decline one arm fly is a unilateral chest exercise performed on a decline bench, targeting the pectoral muscles and also engaging the shoulders. It requires good control and stability to perform safely, especially due to the decline angle and single-arm movement."
1277,dumbbell fly on exercise ball,chest,pectorals,dumbbell,intermediate,strength,shoulders; triceps,"Sit on an exercise ball and hold a dumbbell in each hand.; Walk your feet forward and roll your body down until your head, neck, and upper back are supported by the ball.; Extend your arms straight up above your chest, palms facing each other.; Bend your elbows slightly and lower your arms out to the sides in a wide arc until you feel a stretch in your chest.; Pause for a moment, then reverse the movement and squeeze your chest muscles as you bring the dumbbells back to the starting position.; Repeat for the desired number of repetitions.","The dumbbell fly on exercise ball is a chest exercise that also challenges your core and stability by performing the movement on an unstable surface. It targets the pectorals, with secondary emphasis on the shoulders and triceps."
1278,dumbbell incline fly on exercise ball,chest,pectorals,"dumbbell, exercise ball",intermediate,strength,shoulders,"Set up an incline bench at a 45-degree angle.; Sit on an exercise ball and roll forward until your upper back is resting on the incline bench.; Hold a dumbbell in each hand with your palms facing each other and your arms extended above your chest.; Lower the dumbbells out to the sides in a wide arc until you feel a stretch in your chest.; Pause for a moment, then squeeze your chest muscles to bring the dumbbells back to the starting position.; Repeat for the desired number of repetitions.",The dumbbell incline fly on exercise ball is a chest exercise that targets the pectorals while also engaging the shoulders and core for stability. It is performed by lying back on an exercise ball with dumbbells and performing a fly motion.
1279,dumbbell incline one arm fly,chest,pectorals,dumbbell,intermediate,strength,deltoids; triceps,"Adjust the incline bench to a 30-45 degree angle.; Sit on the bench with a dumbbell in one hand, resting it on your thigh.; Lie back on the bench, keeping your feet flat on the ground.; Hold the dumbbell with your arm extended straight up over your chest.; Lower the dumbbell out to the side in a wide arc, keeping a slight bend in your elbow.; Pause when your arm is parallel to the ground, then reverse the motion to bring the dumbbell back to the starting position.; Repeat for the desired number of repetitions, then switch arms.","The dumbbell incline one arm fly is a unilateral chest exercise performed on an incline bench. It targets the pectoral muscles and also engages the deltoids and triceps. The movement requires control and stability, as only one arm is working at a time, increasing the demand on core and shoulder stabilizers."
1280,dumbbell incline one arm fly on exercise ball,chest,pectorals,dumbbell,advanced,strength,shoulders,"Sit on an exercise ball with a dumbbell in one hand.; Walk your feet forward and roll your body down until your head, neck, and upper back are supported on the ball.; Hold the dumbbell with your arm extended straight up over your chest, palm facing inwards.; Slowly lower the dumbbell out to the side, keeping a slight bend in your elbow.; Pause for a moment when your arm is parallel to the ground.; Engage your chest muscles to bring the dumbbell back up to the starting position.; Repeat for the desired number of repetitions, then switch arms.",The dumbbell incline one arm fly on exercise ball is a chest exercise that also challenges stability and balance by using an exercise ball. It targets the pectorals and also engages the shoulders and core for stabilization.
1281,dumbbell incline one arm press,chest,pectorals,dumbbell,intermediate,strength,shoulders; triceps,"Sit on an incline bench with a dumbbell in one hand, resting on your thigh.; Lie back on the bench and position the dumbbell at shoulder level, palm facing forward.; Press the dumbbell upward and slightly inward, extending your arm fully.; Pause for a moment at the top, then slowly lower the dumbbell back to the starting position.; Repeat for the desired number of repetitions, then switch to the other arm.","The dumbbell incline one arm press is a unilateral chest exercise performed on an incline bench, targeting the upper pectorals while also engaging the shoulders and triceps. It requires balance and coordination due to the single-arm movement."
1282,dumbbell incline one arm press on exercise ball,chest,pectorals,dumbbell,intermediate,strength,shoulders; triceps,"Sit on an exercise ball with a dumbbell in one hand, feet flat on the ground.; Slowly walk your feet forward, rolling the ball until your head, neck, and upper back are supported on the ball.; Hold the dumbbell at shoulder height with your palm facing forward.; Press the dumbbell upward until your arm is fully extended.; Pause for a moment at the top, then slowly lower the dumbbell back to the starting position.; Repeat for the desired number of repetitions, then switch to the other arm.",The dumbbell incline one arm press on exercise ball is a chest exercise that also engages the shoulders and triceps. It requires balance and core stability due to the use of an exercise ball and the unilateral pressing movement.
1283,dumbbell incline press on exercise ball,chest,pectorals,"dumbbell, exercise ball",intermediate,strength,shoulders; triceps,"Sit on an exercise ball with a dumbbell in each hand, palms facing forward.; Slowly walk your feet forward, rolling your body down the ball until your head, neck, and upper back are supported on the ball.; Hold the dumbbells at shoulder level, elbows bent and pointing out to the sides.; Press the dumbbells upward, extending your arms fully.; Pause for a moment at the top, then slowly lower the dumbbells back to the starting position.; Repeat for the desired number of repetitions.",The dumbbell incline press on exercise ball is a chest exercise that also engages the shoulders and triceps. Performing this movement on an exercise ball increases the demand for balance and core stability compared to a traditional incline press on a bench.
1284,dumbbell lying pullover on exercise ball,chest,pectorals,dumbbell,intermediate,strength,triceps; shoulders; back,"Sit on an exercise ball and roll forward until your upper back is resting on the ball.; Hold a dumbbell with both hands and extend your arms straight up over your chest.; Slowly lower the dumbbell behind your head while keeping your arms straight.; Pause for a moment, then raise the dumbbell back to the starting position.; Repeat for the desired number of repetitions.","The dumbbell lying pullover on exercise ball is a chest exercise that also engages the triceps, shoulders, and back. It requires balance and stability due to the use of the exercise ball, making it more challenging than the standard pullover."
1285,dumbbell one arm bench fly,chest,pectorals,dumbbell,intermediate,strength,shoulders,"Sit on a flat bench with a dumbbell in one hand, resting it on top of your thigh.; Lie back on the bench, keeping the dumbbell pressed against your thigh.; Using your free hand, help lift the dumbbell up to the starting position.; Hold the dumbbell directly above your shoulder with your arm extended and palm facing inward.; Lower the dumbbell out to the side in a wide arc, keeping a slight bend in your elbow.; Pause when your arm is parallel to the ground, then reverse the movement and bring the dumbbell back to the starting position.; Repeat for the desired number of repetitions, then switch arms and repeat.",The dumbbell one arm bench fly is a unilateral chest exercise that targets the pectoral muscles and also engages the shoulders. It requires balance and control to stabilize the weight with one arm while lying on a bench.
1286,dumbbell one arm chest fly on exercise ball,chest,pectorals,dumbbell,advanced,strength,shoulders; triceps,"Sit on an exercise ball with a dumbbell in one hand and your feet flat on the ground.; Walk your feet forward, rolling the ball until your upper back is supported on the ball and your head, neck, and shoulders are off the ball.; Extend your arm with the dumbbell straight up above your chest, palm facing inward.; Slowly lower the dumbbell out to the side, keeping a slight bend in your elbow.; Pause for a moment when your arm is parallel to the ground.; Engage your chest muscles to bring the dumbbell back up to the starting position.; Repeat for the desired number of repetitions, then switch arms.",The dumbbell one arm chest fly on exercise ball is a unilateral chest exercise that also challenges core stability and balance by using an exercise ball as the base of support. It targets the pectoral muscles and also works the shoulders and triceps.
1287,dumbbell one arm decline chest press,chest,pectorals,dumbbell,intermediate,strength,triceps; shoulders,"Lie on a decline bench with a dumbbell in one hand, resting on your chest.; Place your feet flat on the ground and keep your back pressed against the bench.; Extend your arm and push the dumbbell up towards the ceiling, fully extending your elbow.; Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position.; Repeat for the desired number of repetitions, then switch to the other arm.","The dumbbell one arm decline chest press is a unilateral chest exercise performed on a decline bench, targeting the pectorals while also engaging the triceps and shoulders. It requires good stability and control due to the single-arm movement and the decline angle."
1288,dumbbell one arm fly on exercise ball,chest,pectorals,dumbbell,intermediate,strength,shoulders; triceps,"Sit on an exercise ball with a dumbbell in one hand and your feet flat on the ground.; Walk your feet forward and roll your body down until your upper back is resting on the exercise ball.; Extend your arm with the dumbbell straight up above your chest, palm facing inwards.; Slowly lower the dumbbell out to the side, keeping a slight bend in your elbow.; Pause for a moment, then squeeze your chest muscles to bring the dumbbell back to the starting position.; Repeat for the desired number of repetitions, then switch arms.","The dumbbell one arm fly on exercise ball is a chest exercise that also challenges balance and core stability. It involves performing a single-arm fly movement while lying with your upper back on an exercise ball, which increases the demand on stabilizing muscles."
1289,dumbbell one arm incline chest press,chest,pectorals,dumbbell,intermediate,strength,shoulders; triceps,"Adjust the incline bench to a 45-degree angle.; Sit on the bench with your back against the pad and feet flat on the ground.; Hold a dumbbell in one hand with an overhand grip, resting it on your shoulder.; Push the dumbbell up and away from your body, extending your arm fully.; Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position.; Repeat for the desired number of repetitions, then switch to the other arm.","The dumbbell one arm incline chest press is a unilateral upper body exercise that targets the pectoral muscles, with secondary emphasis on the shoulders and triceps. It is performed on an incline bench using a single dumbbell, which increases the demand for core stability and coordination."
1290,dumbbell one arm press on exercise ball,chest,pectorals,dumbbell,intermediate,strength,shoulders; triceps; core,"Sit on an exercise ball with your feet flat on the ground and your knees bent at a 90-degree angle.; Hold a dumbbell in one hand and position it at shoulder height, with your elbow bent and palm facing forward.; Slowly press the dumbbell upward until your arm is fully extended, while keeping your core engaged and maintaining balance on the exercise ball.; Pause for a moment at the top, then slowly lower the dumbbell back to the starting position.; Repeat for the desired number of repetitions, then switch to the other arm.","The dumbbell one arm press on exercise ball is a unilateral chest exercise that also challenges your core and balance by performing the movement on an unstable surface. It targets the pectorals while also engaging the shoulders, triceps, and core muscles."
1291,dumbbell one arm pullover on exercise ball,chest,pectorals,dumbbell,intermediate,strength,triceps; latissimus dorsi; rhomboids,"Sit on an exercise ball with your feet flat on the ground and your knees bent at a 90-degree angle.; Hold a dumbbell with one hand and extend your arm straight up above your chest.; Slowly lower the dumbbell behind your head while keeping your arm straight.; Pause for a moment, then raise the dumbbell back to the starting position.; Repeat for the desired number of repetitions, then switch arms.","The dumbbell one arm pullover on exercise ball is a chest exercise that also engages the triceps, latissimus dorsi, and rhomboids. It requires balance and core stability due to the use of the exercise ball, as well as unilateral strength and coordination."
1292,dumbbell one leg fly on exercise ball,chest,pectorals,"dumbbell, exercise ball",advanced,strength,shoulders; triceps,"Sit on an exercise ball with a dumbbell in each hand, palms facing each other.; Place one foot on the ground and extend the other leg straight out in front of you.; Lean forward slightly and bring your arms out to the sides, keeping a slight bend in your elbows.; Slowly lower the dumbbells down and out to the sides, feeling a stretch in your chest.; Pause for a moment at the bottom, then squeeze your chest muscles to bring the dumbbells back up to the starting position.; Repeat for the desired number of repetitions, then switch legs and repeat.","The dumbbell one leg fly on exercise ball is a chest exercise that also challenges balance and core stability. It involves performing a dumbbell fly while balancing on one leg on an exercise ball, targeting the pectorals with secondary emphasis on shoulders and triceps."
1293,dumbbell press on exercise ball,chest,pectorals,dumbbell,intermediate,strength,shoulders; triceps,"Sit on an exercise ball with your feet flat on the ground and dumbbells in each hand, resting on your thighs.; Slowly walk your feet forward, rolling the exercise ball until your lower back is supported on the ball and your knees are at a 90-degree angle.; Raise the dumbbells to shoulder height, palms facing forward.; Press the dumbbells upward until your arms are fully extended.; Pause for a moment at the top, then slowly lower the dumbbells back to the starting position.; Repeat for the desired number of repetitions.","The dumbbell press on exercise ball is a chest exercise that also engages the shoulders and triceps, performed while balancing on an exercise ball to increase core activation and stability demands."
1294,dumbbell pullover hip extension on exercise ball,chest,pectorals,dumbbell,intermediate,strength,triceps; shoulders; core,"Sit on an exercise ball with your feet flat on the ground and the dumbbell resting on your thighs.; Slowly walk your feet forward, rolling the exercise ball down your back until your head, neck, and upper back are supported on the ball.; Hold the dumbbell with both hands and extend your arms straight up over your chest, keeping a slight bend in your elbows.; Lower the dumbbell behind your head, keeping your arms straight and maintaining control.; Pause for a moment, then raise the dumbbell back to the starting position.; While keeping your arms extended, lift your hips off the ground, squeezing your glutes and engaging your core.; Lower your hips back down to the starting position.; Repeat for the desired number of repetitions.","The dumbbell pullover hip extension on exercise ball is a compound exercise that targets the pectorals while also engaging the triceps, shoulders, and core. It combines a pullover movement with a hip extension, performed on an unstable surface (exercise ball), which increases the demand for balance and coordination."
1295,dumbbell pullover on exercise ball,chest,pectorals,"dumbbell, exercise ball",intermediate,strength,triceps; latissimus dorsi,"Sit on an exercise ball and hold a dumbbell with both hands above your chest, arms extended.; Slowly lower the dumbbell behind your head while keeping your arms straight.; Pause for a moment, then raise the dumbbell back to the starting position.; Repeat for the desired number of repetitions.","The dumbbell pullover on exercise ball is a chest exercise that also engages the triceps and latissimus dorsi. It is performed by lying on an exercise ball, holding a dumbbell above the chest, and lowering it behind the head before returning to the starting position."
1296,exercise ball pike push up,chest,pectorals,stability ball,advanced,strength,shoulders; triceps; core,"Start in a push-up position with your hands on the floor and your shins resting on the stability ball.; Engage your core and lift your hips up towards the ceiling, rolling the ball towards your hands.; Keep your legs straight and your body in a pike position, forming an inverted V shape.; Bend your elbows and lower your upper body towards the floor, keeping your head in line with your hands.; Push through your hands and extend your arms to return to the starting position.; Repeat for the desired number of repetitions.","The exercise ball pike push up is a challenging upper body and core exercise that combines a pike movement with a push-up, performed with the shins on a stability ball. This exercise targets the pectorals while also engaging the shoulders, triceps, and core for stabilization and strength."
1297,isometric chest squeeze,chest,pectorals,body weight,beginner,strength,triceps; shoulders,"Stand with your feet shoulder-width apart and your knees slightly bent.; Extend your arms straight out in front of you, parallel to the ground, with your palms facing each other.; Squeeze your chest muscles together as hard as you can, while keeping your arms straight.; Hold this position for a few seconds, focusing on contracting your chest muscles.; Release the squeeze and relax your chest muscles.; Repeat for the desired number of repetitions.",The isometric chest squeeze is a bodyweight exercise that targets the pectoral muscles by requiring you to contract and hold tension in your chest while your arms are extended in front of you.
1298,kettlebell one arm floor press,chest,pectorals,kettlebell,intermediate,strength,triceps; shoulders,"Lie flat on your back on the floor with your knees bent and feet flat on the ground.; Hold the kettlebell in one hand with your palm facing towards your feet and your arm extended straight up towards the ceiling.; Slowly lower the kettlebell towards your chest by bending your elbow, keeping your upper arm close to your body.; Pause for a moment when the kettlebell is just above your chest, then push it back up to the starting position by extending your elbow.; Repeat for the desired number of repetitions, then switch to the other arm.","The kettlebell one arm floor press is a unilateral chest exercise performed lying on the floor, pressing a kettlebell with one arm at a time. It targets the pectorals while also engaging the triceps and shoulders, and requires stability and control."
1299,lever incline chest press,chest,pectorals,leverage machine,beginner,strength,shoulders; triceps,"Adjust the seat and backrest of the leverage machine to a comfortable position.; Sit on the machine with your back against the backrest and your feet flat on the floor.; Grasp the handles with an overhand grip and position your hands slightly wider than shoulder-width apart.; Push the handles forward and away from your body until your arms are fully extended.; Pause for a moment, then slowly bend your elbows and lower the handles back towards your chest.; Repeat for the desired number of repetitions.","The lever incline chest press is a machine-based exercise targeting the upper chest (pectorals), with secondary emphasis on the shoulders and triceps. It is performed on a leverage machine, providing guided movement for safety and stability."
1300,lever decline chest press,chest,pectorals,leverage machine,beginner,strength,triceps; shoulders,"Adjust the seat height and backrest of the leverage machine to a comfortable position.; Sit on the machine with your back against the backrest and your feet flat on the floor.; Grasp the handles with an overhand grip and position your hands slightly wider than shoulder-width apart.; Push the handles forward and away from your body until your arms are fully extended.; Slowly lower the handles back towards your chest, keeping your elbows slightly bent.; Pause for a moment at the bottom, then push the handles back to the starting position.; Repeat for the desired number of repetitions.","The lever decline chest press is a machine-based exercise targeting the pectoral muscles, with secondary emphasis on the triceps and shoulders. It is performed on a leverage machine, providing guided movement for safety and stability."
1301,machine inner chest press,chest,pectorals,leverage machine,beginner,strength,triceps; shoulders,"Adjust the seat height and position yourself on the machine with your back flat against the pad.; Grasp the handles with an overhand grip and position your elbows at a 90-degree angle.; Push the handles forward until your arms are fully extended, exhaling during the movement.; Pause for a moment at the end of the movement, then slowly return to the starting position, inhaling as you do so.; Repeat for the desired number of repetitions.","The machine inner chest press is a chest-focused exercise performed on a leverage machine. It targets the pectoral muscles and also works the triceps and shoulders. The machine provides stability and guided movement, making it accessible for most users."
1302,medicine ball chest pass,chest,pectorals,medicine ball,beginner,strength,shoulders; triceps,"Stand with your feet shoulder-width apart, holding the medicine ball at chest level.; Extend your arms forward, pushing the medicine ball away from your chest with force.; As you release the ball, follow through with your arms and torso, transferring your weight from your back foot to your front foot.; Catch the ball as it rebounds off the wall or partner, and immediately repeat the movement.; Continue for the desired number of repetitions.","The medicine ball chest pass is an explosive upper body exercise that targets the pectorals, shoulders, and triceps. It involves forcefully passing a medicine ball from the chest, often against a wall or to a partner, and catching it on the rebound."
